ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
169,Eggetarian,Breakfast,Egg Toast,Egg Toast is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,481,7.9,62.4,24.9,5.3
170,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,457,24.5,38.9,9.4,6.8
171,Eggetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,483,31.4,41.6,22.4,13.6
172,Eggetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,126,11.5,67.4,18.2,12.9
173,Eggetarian,Lunch,Egg Curry Rice,Egg Curry Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,626,28.1,48.7,14.8,7.1
174,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,170,27.7,63.2,5.1,14.4
175,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,160,32.2,47.8,15.9,8.6
176,Eggetarian,Dinner,Egg Curry Roti,Egg Curry Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,385,24.6,48.0,21.5,10.6
177,Eggetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,514,5.7,36.9,10.3,7.7
178,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,192,16.5,31.9,11.7,12.9
179,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,167,5.3,30.8,24.1,3.0
180,Eggetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,532,17.6,74.8,6.1,12.9
181,Eggetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,144,29.2,31.5,18.4,9.4
182,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,174,30.3,59.4,15.4,14.5
183,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,457,31.0,71.2,11.1,11.6
184,Eggetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,517,12.9,64.7,7.1,9.0
185,Eggetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,598,32.4,54.2,17.1,14.3
186,Eggetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,236,33.9,44.7,16.8,14.1
187,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,166,28.6,66.2,8.9,14.2
188,Eggetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,209,6.3,49.1,12.5,8.5
189,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,249,9.0,55.8,23.9,7.4
190,Eggetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,419,16.1,25.0,15.0,5.7
191,Eggetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,368,18.2,71.9,7.1,14.9
192,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,278,6.0,74.6,23.2,9.1
193,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,220,27.5,39.5,16.4,9.0
194,Eggetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,280,15.5,26.8,15.0,7.6
195,Eggetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,109,21.3,71.8,9.5,7.0
196,Eggetarian,Lunch,Roti Sabzi,Roti Sabzi is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,526,20.0,66.2,5.9,12.9
197,Eggetarian,Breakfast,Egg Toast,Egg Toast is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,615,5.2,36.6,22.4,9.1
198,Eggetarian,Lunch,Paneer Curry,Paneer Curry is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,606,14.4,50.9,10.9,8.5
199,Eggetarian,Lunch,Egg Bhurji Roti,Egg Bhurji Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,592,28.6,51.2,17.1,13.8
200,Eggetarian,Evening Snack,Egg Sandwich,Egg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,152,33.1,26.3,5.1,6.4
201,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,131,32.1,39.8,5.2,6.7
202,Eggetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,383,7.5,49.8,11.5,11.7
203,Eggetarian,Lunch,Egg Curry Rice,Egg Curry Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,385,30.7,20.3,20.3,11.7
204,Eggetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,448,11.7,41.6,23.0,9.8
205,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,142,24.2,49.5,22.2,5.8
206,Eggetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,145,5.6,58.2,19.5,11.6
207,Eggetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,134,9.8,50.8,19.5,13.9
208,Eggetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,253,30.3,65.0,12.5,4.0
209,Eggetarian,Breakfast,Poha,Poha is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,645,27.7,59.6,12.9,12.2
210,Eggetarian,Evening Snack,Boiled Egg,Boiled Egg is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,237,15.2,72.6,5.5,14.6
211,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,189,8.4,46.0,10.1,6.0
212,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,419,7.5,71.7,23.3,10.2
213,Eggetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,152,19.5,29.1,17.0,14.0
214,Eggetarian,Breakfast,Boiled Eggs,Boiled Eggs is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,435,30.1,71.5,23.0,3.1
215,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,638,17.5,52.3,22.7,6.2
216,Eggetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,194,33.3,22.2,16.2,7.5
217,Eggetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,173,9.3,45.6,23.0,11.7
218,Eggetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,117,25.9,46.8,24.5,14.9
219,Eggetarian,Lunch,Egg Bhurji Roti,Egg Bhurji Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,433,15.2,20.4,17.1,5.7
220,Eggetarian,Breakfast,Omelette,Omelette is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,448,6.8,60.3,12.8,5.1
221,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,523,17.8,46.6,20.8,13.7
222,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,138,33.2,49.3,16.9,13.0
223,Eggetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,550,10.3,21.8,25.0,9.7
224,Eggetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,403,21.5,23.7,18.9,4.0
225,Eggetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,251,5.6,52.8,13.9,6.7
226,Eggetarian,Breakfast,Omelette,Omelette is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,424,32.2,35.0,15.9,9.9
227,Eggetarian,Lunch,Dal Rice,Dal Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,454,19.0,33.2,8.6,7.0
228,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,172,11.8,22.0,18.2,5.2
229,Eggetarian,Dinner,Egg Curry Roti,Egg Curry Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,599,7.3,21.8,23.6,12.5
230,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,239,9.8,53.4,6.7,9.8
231,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,222,31.4,35.6,6.0,9.2
232,Eggetarian,Lunch,Egg Curry Rice,Egg Curry Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,306,27.2,59.1,17.9,11.0
233,Eggetarian,Lunch,Egg Curry Rice,Egg Curry Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,590,20.1,32.6,9.6,12.3
234,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,243,20.7,20.6,19.5,8.2
235,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,108,18.2,22.0,15.3,13.7
236,Eggetarian,Lunch,Veg Pulao,Veg Pulao is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,548,13.0,42.1,13.3,12.8
237,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,305,27.7,57.3,7.8,12.6
238,Eggetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,572,21.4,35.7,14.0,12.9
239,Eggetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,586,15.8,46.2,19.0,4.4
240,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,158,12.1,23.0,5.3,9.7
241,Eggetarian,Evening Snack,Boiled Egg,Boiled Egg is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,144,31.3,46.0,15.7,7.5
242,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,194,9.0,34.4,17.0,3.5
243,Eggetarian,Mid Morning Snack,Boiled Egg,Boiled Egg is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,104,11.1,61.3,9.1,14.8
244,Eggetarian,Dinner,Dal Khichdi,Dal Khichdi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,499,31.4,38.7,10.6,11.2
245,Eggetarian,Evening Snack,Egg Sandwich,Egg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,220,20.8,29.2,23.0,3.9
246,Eggetarian,Evening Snack,Roasted Chana,Roasted Chana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,144,32.6,44.7,5.9,4.5
247,Eggetarian,Evening Snack,Makhana,Makhana is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,197,8.0,28.1,12.3,7.0
248,Eggetarian,Dinner,Roti Sabzi,Roti Sabzi is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,314,22.8,46.7,19.0,13.4
249,Eggetarian,Lunch,Egg Curry Rice,Egg Curry Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,346,22.0,29.0,10.0,8.6
250,Eggetarian,Evening Snack,Veg Sandwich,Veg Sandwich is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,102,26.3,74.3,13.4,6.2
251,Non-Vegetarian,Dinner,Chicken Kebab,Chicken Kebab is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,492,15.5,66.5,20.3,10.3
252,Non-Vegetarian,Lunch,Mutton Curry with Rice,Mutton Curry with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,590,10.0,46.1,24.5,9.6
253,Non-Vegetarian,Lunch,Mutton Curry with Rice,Mutton Curry with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,546,5.6,72.7,6.8,4.6
254,Non-Vegetarian,Evening Snack,Grilled Chicken (small),Grilled Chicken (small) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,213,33.3,42.0,12.9,6.3
255,Non-Vegetarian,Dinner,Fish Fry (light),Fish Fry (light) is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,627,30.4,66.1,17.4,5.3
256,Non-Vegetarian,Lunch,Butter Chicken with Rice,Butter Chicken with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,440,34.6,38.8,22.7,3.8
257,Non-Vegetarian,Lunch,Butter Chicken with Rice,Butter Chicken with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,593,16.5,74.0,22.2,14.9
258,Non-Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,438,30.2,69.7,16.5,10.4
259,Non-Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,103,24.3,37.0,20.9,9.8
260,Non-Vegetarian,Breakfast,Vegetable Dalia,Vegetable Dalia is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,320,18.9,74.3,12.7,3.4
261,Non-Vegetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,579,24.4,66.4,12.2,13.4
262,Non-Vegetarian,Dinner,Grilled Fish,Grilled Fish is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,361,28.1,35.8,6.3,11.5
263,Non-Vegetarian,Lunch,Chicken Masala Roti,Chicken Masala Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,507,7.6,74.3,10.8,8.6
264,Non-Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,187,15.2,34.8,23.0,12.9
265,Non-Vegetarian,Dinner,Mutton Soup,Mutton Soup is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,639,30.8,27.1,18.6,11.7
266,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,250,25.8,51.1,13.3,9.8
267,Non-Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,165,26.0,21.2,16.8,5.4
268,Non-Vegetarian,Evening Snack,Chicken Clear Soup,Chicken Clear Soup is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,118,15.0,58.2,20.4,12.4
269,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,226,6.9,47.4,11.0,3.5
270,Non-Vegetarian,Dinner,Grilled Fish,Grilled Fish is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,618,29.6,61.6,5.9,6.0
271,Non-Vegetarian,Lunch,Chicken Masala Roti,Chicken Masala Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,601,31.8,50.8,10.6,9.2
272,Non-Vegetarian,Lunch,Mutton Curry with Rice,Mutton Curry with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,408,27.5,24.4,16.2,5.8
273,Non-Vegetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,443,12.0,58.8,13.5,12.6
274,Non-Vegetarian,Dinner,Chicken Salad,Chicken Salad is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,602,34.2,69.7,18.4,10.6
275,Non-Vegetarian,Lunch,Mutton Curry with Rice,Mutton Curry with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,359,11.9,63.0,14.0,5.1
276,Non-Vegetarian,Dinner,Chicken Stew,Chicken Stew is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,489,11.6,23.1,6.1,8.1
277,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,125,29.3,27.0,11.9,5.0
278,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,121,20.3,59.1,12.5,4.5
279,Non-Vegetarian,Dinner,Chicken Stew,Chicken Stew is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,492,23.4,63.0,10.4,12.4
280,Non-Vegetarian,Dinner,Light Butter Chicken with Roti,Light Butter Chicken with Roti is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,559,27.2,72.0,13.3,6.5
281,Non-Vegetarian,Breakfast,Upma,Upma is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,479,6.3,40.1,11.8,9.9
282,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,123,21.9,72.4,18.7,10.6
283,Non-Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,253,21.5,45.3,7.5,9.7
284,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,262,13.3,62.9,20.0,11.4
285,Non-Vegetarian,Lunch,Tandoori Chicken with Roti,Tandoori Chicken with Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,621,16.4,59.8,9.6,4.3
286,Non-Vegetarian,Dinner,Fish Fry (light),Fish Fry (light) is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,311,16.5,56.3,13.1,12.6
287,Non-Vegetarian,Lunch,Mutton Keema Pav,Mutton Keema Pav is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,317,7.6,47.3,18.8,6.5
288,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,109,26.8,55.4,18.6,11.1
289,Non-Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,535,11.2,28.8,6.3,3.5
290,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,198,18.8,29.9,8.5,7.8
291,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,194,10.7,69.3,5.8,13.4
292,Non-Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,336,14.8,44.7,13.6,5.0
293,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,202,28.6,31.0,12.1,13.5
294,Non-Vegetarian,Dinner,Chicken Kebab,Chicken Kebab is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,524,27.6,60.3,23.2,8.7
295,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,191,17.7,45.9,14.2,9.8
296,Non-Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,208,19.3,50.5,8.6,12.3
297,Non-Vegetarian,Lunch,Chicken Biryani,Chicken Biryani is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,622,5.0,74.3,22.4,9.5
298,Non-Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,146,12.9,72.9,6.7,9.4
299,Non-Vegetarian,Dinner,Chicken Stew,Chicken Stew is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,604,12.9,42.8,5.4,5.2
300,Non-Vegetarian,Breakfast,Poha,Poha is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,411,13.8,72.8,10.4,4.1
301,Non-Vegetarian,Lunch,Chicken Biryani,Chicken Biryani is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,373,30.0,27.8,20.4,4.9
302,Non-Vegetarian,Breakfast,Poha,Poha is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,445,33.6,34.5,13.5,14.4
303,Non-Vegetarian,Evening Snack,Chicken Kebab (small portion),Chicken Kebab (small portion) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,192,13.6,36.9,15.9,5.5
304,Non-Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,165,20.9,21.1,19.1,12.5
305,Non-Vegetarian,Lunch,Chicken Kebab with Roti,Chicken Kebab with Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,320,16.1,50.2,8.6,3.9
306,Non-Vegetarian,Breakfast,Upma,Upma is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,345,5.9,73.2,12.1,10.0
307,Non-Vegetarian,Dinner,Grilled Chicken,Grilled Chicken is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,623,29.7,51.4,7.3,6.0
308,Non-Vegetarian,Lunch,Butter Chicken with Rice,Butter Chicken with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,327,33.4,30.2,22.9,13.3
309,Non-Vegetarian,Lunch,Chicken Keema with Roti,Chicken Keema with Roti is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,618,31.7,50.4,15.4,11.9
310,Non-Vegetarian,Evening Snack,Chicken Clear Soup,Chicken Clear Soup is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,105,19.7,20.1,17.0,13.2
311,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,138,7.6,36.0,24.8,5.2
312,Non-Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,203,30.5,53.9,10.8,9.2
313,Non-Vegetarian,Lunch,Mutton Keema Pav,Mutton Keema Pav is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,312,19.8,55.1,13.4,11.6
314,Non-Vegetarian,Mid Morning Snack,Banana,Banana is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,265,21.5,73.1,16.6,14.9
315,Non-Vegetarian,Breakfast,Idli Sambar,Idli Sambar is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,304,14.8,25.6,12.7,3.7
316,Non-Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,103,6.5,70.0,7.4,12.8
317,Non-Vegetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,484,32.7,39.1,7.2,11.7
318,Non-Vegetarian,Breakfast,Upma,Upma is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,570,5.4,42.6,6.0,7.8
319,Non-Vegetarian,Dinner,Mutton Soup,Mutton Soup is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,510,18.1,36.2,19.7,14.6
320,Non-Vegetarian,Lunch,Chicken Biryani,Chicken Biryani is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,602,22.2,68.1,25.0,6.8
321,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,133,9.5,50.7,12.5,7.1
322,Non-Vegetarian,Mid Morning Snack,Curd,Curd is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,170,20.5,48.8,13.0,3.6
323,Non-Vegetarian,Evening Snack,Grilled Chicken (small),Grilled Chicken (small) is a evening snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,128,5.2,26.6,10.2,6.1
324,Non-Vegetarian,Breakfast,Poha,Poha is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,499,13.4,55.8,8.1,12.8
325,Non-Vegetarian,Mid Morning Snack,Buttermilk,Buttermilk is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,250,9.6,22.5,18.1,3.0
326,Non-Vegetarian,Lunch,Butter Chicken with Rice,Butter Chicken with Rice is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,511,18.5,59.9,23.8,9.3
327,Non-Vegetarian,Lunch,Mutton Keema Pav,Mutton Keema Pav is a lunch meal prepared in an Indian style with balanced nutrition and moderate oil usage.,417,12.9,27.9,16.1,7.7
328,Non-Vegetarian,Mid Morning Snack,Apple,Apple is a mid morning snack meal prepared in an Indian style with balanced nutrition and moderate oil usage.,269,33.4,64.6,20.2,7.1
329,Non-Vegetarian,Dinner,Grilled Fish,Grilled Fish is a dinner meal prepared in an Indian style with balanced nutrition and moderate oil usage.,513,27.8,36.4,5.5,4.3
330,Non-Vegetarian,Breakfast,Dosa,Dosa is a breakfast meal prepared in an Indian style with balanced nutrition and moderate oil usage.,330,11.6,47.9,12.4,8.3
